"","localid","sessionNums","queryType","questNum","pos","ttr","numTries","clipNum","clipName"
"878165","SSI_1158794783",11668,3,9,325,"1734",0,987,"1013_IEO_DIS_HI"
"878169","SSI_1158794783",11668,3,10,329,"3953",0,2453,"1031_IEO_FEA_MD"
"878173","SSI_1158794783",11668,3,11,333,"1171",0,1706,"1022_IEO_HAP_MD"
"878177","SSI_1158794783",11668,3,12,337,"5312",0,6437,"1079_DFA_SAD_XX"
"878181","SSI_1158794783",11668,3,13,341,"10422",0,6188,"1076_ITH_FEA_XX"
"878185","SSI_1158794783",11668,3,14,345,"7203",0,5690,"1070_IWL_FEA_XX"
"878189","SSI_1158794783",11668,3,15,349,"1203",0,4445,"1055_TAI_HAP_XX"
"878193","SSI_1158794783",11668,3,16,353,"3969",0,3698,"1046_IOM_FEA_XX"
"878197","SSI_1158794783",11668,3,17,357,"3437",0,1236,"1016_TIE_SAD_XX"
"878201","SSI_1158794783",11668,3,18,361,"16016",0,4694,"1058_TAI_FEA_XX"
"878205","SSI_1158794783",11668,3,19,365,"4703",0,3200,"1040_TIE_FEA_XX"
"878209","SSI_1158794783",11668,3,20,369,"4125",0,1485,"1019_TIE_DIS_XX"
"878213","SSI_1158794783",11668,3,21,373,"4485",0,2702,"1034_IEO_DIS_MD"
"878217","SSI_1158794783",11668,3,22,377,"2984",0,7184,"1088_ITS_DIS_XX"
"878221","SSI_1158794783",11668,3,23,381,"1141",0,240,"1003_WSI_NEU_XX"
"878225","SSI_1158794783",11668,3,24,385,"3500",0,6935,"1085_ITS_SAD_XX"
"878229","SSI_1158794783",11668,3,25,389,"1141",0,3449,"1043_IOM_HAP_XX"
"878233","SSI_1158794783",11668,3,26,393,"2000",0,5441,"1067_IWL_HAP_XX"
"878237","SSI_1158794783",11668,3,27,397,"4031",0,4196,"1052_IWW_FEA_XX"
"878241","SSI_1158794783",11668,3,28,401,"2172",0,4943,"1061_MTI_HAP_XX"
"878245","SSI_1158794783",11668,3,29,405,"1969",0,5939,"1073_ITH_HAP_XX"
"878249","SSI_1158794783",11668,3,30,409,"6782",0,738,"1010_IEO_FEA_HI"
"878253","SSI_1158794783",11668,3,31,413,"3328",0,489,"1006_WSI_ANG_XX"
"878257","SSI_1158794783",11668,3,32,417,"1219",0,3947,"1049_IWW_HAP_XX"
"878261","SSI_1158794783",11668,3,33,421,"2500",0,1955,"1025_IEO_SAD_MD"
"878266","SSI_1128795056",11669,1,91,4,"51958",0,7443,"ANG_HI_practice"
"878270","SSI_1128795056",11669,1,92,8,"49238",0,7444,"SAD_MD_practice"
"878274","SSI_1128795056",11669,1,1,12,"7946",0,6282,"1077_ITS_DIS_XX"
"878278","SSI_1128795056",11669,1,2,16,"11331",0,4788,"1059_IWL_FEA_XX"
"878282","SSI_1128795056",11669,1,3,20,"2234",0,334,"1005_IEO_SAD_HI"
"878286","SSI_1128795056",11669,1,4,24,"3657",0,1302,"1017_IEO_HAP_MD"
"878290","SSI_1128795056",11669,1,5,28,"3243",0,6531,"1080_TSI_SAD_XX"
"878294","SSI_1128795056",11669,1,6,32,"6321",0,2298,"1029_TIE_FEA_XX"
"878298","SSI_1128795056",11669,1,7,36,"4272",0,3294,"1041_IWW_FEA_XX"
"878302","SSI_1128795056",11669,1,8,40,"3126",0,1551,"1020_IEO_FEA_MD"
"878306","SSI_1128795056",11669,1,9,44,"3950",0,5535,"1068_DFA_HAP_XX"
"878310","SSI_1128795056",11669,1,10,48,"10393",0,5784,"1071_DFA_FEA_XX"
"878314","SSI_1128795056",11669,1,11,52,"30103",0,3543,"1044_TAI_HAP_XX"
"878318","SSI_1128795056",11669,1,12,56,"7315",0,4290,"1053_MTI_FEA_XX"
"878322","SSI_1128795056",11669,1,13,60,"1172",0,7278,"1089_WSI_DIS_XX"
"878326","SSI_1128795056",11669,1,14,64,"6329",0,85,"1002_IEO_HAP_MD"
"878330","SSI_1128795056",11669,1,15,68,"4453",0,3045,"1038_IWW_HAP_XX"
"878334","SSI_1128795056",11669,1,16,72,"5044",0,2547,"1032_IOM_HAP_XX"
"878338","SSI_1128795056",11669,1,17,76,"1043",0,3294,"1041_IWW_FEA_XX"
"878342","SSI_1128795056",11669,1,18,80,"288",0,6780,"1083_TSI_DIS_XX"
"878346","SSI_1128795056",11669,1,19,84,"939",0,1053,"1013_WSI_DIS_XX"
"878350","SSI_1128795056",11669,1,20,88,"846",0,5286,"1065_ITH_FEA_XX"
"878354","SSI_1128795056",11669,1,21,92,"307",0,804,"1010_WSI_SAD_XX"
"878358","SSI_1128795056",11669,1,22,96,"15316",0,4539,"1056_IWL_HAP_XX"
"878362","SSI_1128795056",11669,1,23,100,"2393",0,334,"1005_IEO_SAD_HI"
"878366","SSI_1128795056",11669,1,24,104,"4661",0,3792,"1047_TAI_FEA_XX"
"878370","SSI_1128795056",11669,1,25,108,"4416",0,5784,"1071_DFA_FEA_XX"
"878374","SSI_1128795056",11669,1,26,112,"3740",0,2796,"1035_IOM_FEA_XX"
"878378","SSI_1128795056",11669,1,27,116,"10835",0,2049,"1026_TIE_HAP_XX"
"878382","SSI_1128795056",11669,1,28,120,"2313",0,583,"1008_IEO_ANG_HI"
"878386","SSI_1128795056",11669,1,29,124,"10558",0,4041,"1050_MTI_HAP_XX"
"878390","SSI_1128795056",11669,1,30,128,"2615",0,7029,"1086_WSI_SAD_XX"
"878394","SSI_1128795056",11669,1,31,132,"5525",0,1800,"1023_IEO_DIS_MD"
"878398","SSI_1128795056",11669,1,32,136,"1290",0,5037,"1062_ITH_HAP_XX"
"878402","SSI_1128795056",11669,1,33,140,"1958",0,6033,"1074_ITS_HAP_XX"
"878406","SSI_1128795056",11669,2,91,144,"12402",0,7443,"ANG_HI_practice"
"878410","SSI_1128795056",11669,2,92,148,"2430",0,7444,"SAD_MD_practice"
"878414","SSI_1128795056",11669,2,1,152,"4313",0,6310,"1078_IEO_DIS_HI"
"878418","SSI_1128795056",11669,2,2,156,"2630",0,113,"1002_IWW_ANG_XX"
"878422","SSI_1128795056",11669,2,3,160,"1251",0,611,"1008_TAI_ANG_XX"
"878426","SSI_1128795056",11669,2,4,164,"1281",0,3322,"1041_DFA_SAD_XX"
"878430","SSI_1128795056",11669,2,5,168,"10007",0,2824,"1035_ITH_SAD_XX"
"878434","SSI_1128795056",11669,2,6,172,"485",0,1828,"1023_MTI_SAD_XX"
"878438","SSI_1128795056",11669,2,7,176,"934",0,6808,"1084_TIE_DIS_XX"
"878442","SSI_1128795056",11669,2,8,180,"752",0,6559,"1081_TIE_SAD_XX"
"878446","SSI_1128795056",11669,2,9,184,"4619",0,7306,"1090_IOM_DIS_XX"
"878450","SSI_1128795056",11669,2,10,188,"1446",0,1330,"1017_IWW_SAD_XX"
"878454","SSI_1128795056",11669,2,11,192,"1884",0,2575,"1032_IWL_DIS_XX"
"878458","SSI_1128795056",11669,2,12,196,"8906",0,4069,"1050_ITS_DIS_XX"
"878462","SSI_1128795056",11669,2,13,200,"1940",0,2326,"1029_IWL_SAD_XX"
"878466","SSI_1128795056",11669,2,14,204,"2332",0,4816,"1059_WSI_SAD_XX"
"878470","SSI_1128795056",11669,2,15,208,"325325",0,4318,"1053_TSI_SAD_XX"
"878474","SSI_1128795056",11669,2,16,212,"16102",0,6061,"1075_IEO_FEA_MD"
"878478","SSI_1128795056",11669,2,17,216,"3373",0,113,"1002_IWW_ANG_XX"
"878482","SSI_1128795056",11669,2,18,220,"21923",0,3073,"1038_ITH_DIS_XX"
"878486","SSI_1128795056",11669,2,19,224,"9931",0,3820,"1047_ITS_SAD_XX"
"878490","SSI_1128795056",11669,2,20,228,"1589",0,1330,"1017_IWW_SAD_XX"
"878494","SSI_1128795056",11669,2,21,232,"4841",0,2077,"1026_MTI_DIS_XX"
"878498","SSI_1128795056",11669,2,22,236,"4771",0,5812,"1072_IEO_ANG_MD"
"878502","SSI_1128795056",11669,2,23,240,"7308",0,3571,"1044_DFA_DIS_XX"
"878506","SSI_1128795056",11669,2,24,244,"26101",0,5314,"1066_IEO_HAP_MD"
"878510","SSI_1128795056",11669,2,25,248,"146288",0,1579,"1020_TAI_DIS_XX"
"878514","SSI_1128795056",11669,2,26,252,"1585",0,1828,"1023_MTI_SAD_XX"
"878518","SSI_1128795056",11669,2,27,256,"1441",0,5065,"1062_WSI_DIS_XX"
"878522","SSI_1128795056",11669,2,28,260,"1007",0,1081,"1014_IOM_DIS_XX"
"878526","SSI_1128795056",11669,2,29,264,"1396",0,5563,"1069_IEO_SAD_MD"
"878530","SSI_1128795056",11669,2,30,268,"998",0,362,"1005_TAI_NEU_XX"
"878534","SSI_1128795056",11669,2,31,272,"4499",0,4567,"1056_TSI_DIS_XX"
"878538","SSI_1128795056",11669,2,32,276,"2847",0,7057,"1087_IOM_SAD_XX"
"878542","SSI_1128795056",11669,2,33,280,"991",0,832,"1011_IOM_SAD_XX"
"878546","SSI_1128795056",11669,3,91,284,"2249",0,7443,"ANG_HI_practice"
"878550","SSI_1128795056",11669,3,92,288,"1360",0,7444,"SAD_MD_practice"
"878554","SSI_1128795056",11669,3,1,292,"1543",0,4097,"1051_IEO_DIS_HI"
"878558","SSI_1128795056",11669,3,2,296,"6664",0,3101,"1039_IEO_HAP_HI"
"878562","SSI_1128795056",11669,3,3,300,"1096",0,141,"1002_DFA_HAP_XX"
"878566","SSI_1128795056",11669,3,4,304,"1565",0,1856,"1023_TSI_NEU_XX"
"878570","SSI_1128795056",11669,3,5,308,"2711",0,4595,"1057_TIE_DIS_XX"
"878574","SSI_1128795056",11669,3,6,312,"990",0,6338,"1078_MTI_ANG_XX"
"878578","SSI_1128795056",11669,3,7,316,"2525",0,5093,"1063_IOM_DIS_XX"
"878579","SSI_1128795056",11669,3,7,317,"5645",1,5093,"1063_IOM_DIS_XX"
"878583","SSI_1128795056",11669,3,8,321,"6699",0,2105,"1026_TSI_ANG_XX"
"878587","SSI_1128795056",11669,3,9,325,"1717",0,4844,"1060_IOM_SAD_XX"
"878591","SSI_1128795056",11669,3,10,329,"6203",0,1607,"1020_ITS_ANG_XX"
"878595","SSI_1128795056",11669,3,11,333,"3604",0,6089,"1075_TAI_DIS_XX"
"878599","SSI_1128795056",11669,3,12,337,"1438",0,3101,"1039_IEO_HAP_HI"
"878603","SSI_1128795056",11669,3,13,341,"1799",0,4346,"1054_TIE_SAD_XX"
"878607","SSI_1128795056",11669,3,14,345,"3586",0,1358,"1017_DFA_NEU_XX"
"878611","SSI_1128795056",11669,3,15,349,"3557",0,5342,"1066_IWW_SAD_XX"
"878615","SSI_1128795056",11669,3,16,353,"2263",0,1109,"1014_ITH_ANG_XX"
"878619","SSI_1128795056",11669,3,17,357,"2557",0,2603,"1032_WSI_ANG_XX"
"878623","SSI_1128795056",11669,3,18,361,"1664",0,3350,"1042_IEO_SAD_HI"
"878627","SSI_1128795056",11669,3,19,365,"835",0,1856,"1023_TSI_NEU_XX"
"878631","SSI_1128795056",11669,3,20,369,"3653",0,3599,"1045_IEO_ANG_HI"
"878635","SSI_1128795056",11669,3,21,373,"521",0,6587,"1081_IWL_NEU_XX"
"878639","SSI_1128795056",11669,3,22,377,"4647",0,390,"1005_DFA_FEA_XX"
"878643","SSI_1128795056",11669,3,23,381,"1181",0,860,"1011_ITH_NEU_XX"
"878647","SSI_1128795056",11669,3,24,385,"1378",0,5591,"1069_IWW_DIS_XX"
"878651","SSI_1128795056",11669,3,25,389,"2566",0,5840,"1072_TAI_SAD_XX"
"878655","SSI_1128795056",11669,3,26,393,"1409",0,7334,"1090_ITH_ANG_XX"
"878659","SSI_1128795056",11669,3,27,397,"1391",0,2852,"1036_IEO_NEU_XX"
"878663","SSI_1128795056",11669,3,28,401,"2880",0,2105,"1026_TSI_ANG_XX"
"878667","SSI_1128795056",11669,3,29,405,"3948",0,3848,"1048_IEO_FEA_HI"
"878671","SSI_1128795056",11669,3,30,409,"2212",0,6836,"1084_IWL_ANG_XX"
"878675","SSI_1128795056",11669,3,31,413,"1397",0,639,"1008_ITS_HAP_XX"
"878679","SSI_1128795056",11669,3,32,417,"4745",0,2354,"1029_WSI_NEU_XX"
"878683","SSI_1128795056",11669,3,33,421,"1098",0,7085,"1087_ITH_NEU_XX"
"878690","SSI_1108797330",11672,1,91,4,"2994",0,7443,"ANG_HI_practice"
"878694","SSI_1108797330",11672,1,92,8,"4813",0,7444,"SAD_MD_practice"
"878698","SSI_1108797330",11672,1,1,12,"6451",0,1795,"1023_IEO_ANG_HI"
"878702","SSI_1108797330",11672,1,2,16,"6926",0,329,"1005_IEO_HAP_LO"
"878706","SSI_1108797330",11672,1,3,20,"1259",0,1546,"1020_IEO_SAD_HI"
"878710","SSI_1108797330",11672,1,4,24,"4107",0,80,"1001_WSI_ANG_XX"
"878714","SSI_1108797330",11672,1,5,28,"12478",0,6277,"1077_ITS_NEU_XX"
"878718","SSI_1108797330",11672,1,6,32,"4867",0,3289,"1041_IOM_DIS_XX"
"878722","SSI_1108797330",11672,1,7,36,"11768",0,6775,"1083_TSI_NEU_XX"
"878726","SSI_1108797330",11672,1,8,40,"3053",0,4534,"1056_MTI_SAD_XX"
"878730","SSI_1108797330",11672,1,9,44,"5692",0,4036,"1050_TAI_SAD_XX"
"878734","SSI_1108797330",11672,1,10,48,"9289",0,4783,"1059_MTI_DIS_XX"
"878738","SSI_1108797330",11672,1,11,52,"485",0,1297,"1016_WSI_ANG_XX"
"878742","SSI_1108797330",11672,1,12,56,"2208",0,578,"1008_IEO_SAD_LO"
"878746","SSI_1108797330",11672,1,13,60,"1585",0,4285,"1053_TAI_DIS_XX"
"878750","SSI_1108797330",11672,1,14,64,"3994",0,7273,"1089_WSI_NEU_XX"
"878754","SSI_1108797330",11672,1,15,68,"4936",0,7024,"1086_TSI_ANG_XX"
"878758","SSI_1108797330",11672,1,16,72,"2694",0,6526,"1080_ITS_ANG_XX"
"878762","SSI_1108797330",11672,1,17,76,"8193",0,6775,"1083_TSI_NEU_XX"
"878766","SSI_1108797330",11672,1,18,80,"7355",0,2791,"1035_TIE_DIS_XX"
"878770","SSI_1108797330",11672,1,19,84,"4298",0,6028,"1074_DFA_SAD_XX"
"878774","SSI_1108797330",11672,1,20,88,"5501",0,799,"1010_TSI_ANG_XX"
"878778","SSI_1108797330",11672,1,21,92,"6978",0,5530,"1068_ITH_SAD_XX"
"878782","SSI_1108797330",11672,1,22,96,"4985",0,3538,"1044_IWW_SAD_XX"
"878786","SSI_1108797330",11672,1,23,100,"4418",0,1546,"1020_IEO_SAD_HI"
"878790","SSI_1108797330",11672,1,24,104,"505",0,2293,"1029_IEO_DIS_HI"
"878794","SSI_1108797330",11672,1,25,108,"9308",0,4783,"1059_MTI_DIS_XX"
"878798","SSI_1108797330",11672,1,26,112,"9384",0,5032,"1062_IWL_SAD_XX"
"878802","SSI_1108797330",11672,1,27,116,"3586",0,5281,"1065_IWL_DIS_XX"
"878806","SSI_1108797330",11672,1,28,120,"7972",0,2542,"1032_TIE_SAD_XX"
"878810","SSI_1108797330",11672,1,29,124,"2494",0,2044,"1026_IEO_FEA_HI"
"878814","SSI_1108797330",11672,1,30,128,"3983",0,3040,"1038_IOM_SAD_XX"
"878818","SSI_1108797330",11672,1,31,132,"2378",0,3787,"1047_IWW_DIS_XX"
"878822","SSI_1108797330",11672,1,32,136,"1954",0,1048,"1013_WSI_NEU_XX"
"878826","SSI_1108797330",11672,1,33,140,"3530",0,5779,"1071_ITH_DIS_XX"
"878830","SSI_1108797330",11672,2,91,144,"1926",0,7443,"ANG_HI_practice"
"878834","SSI_1108797330",11672,2,92,148,"1808",0,7444,"SAD_MD_practice"
"878838","SSI_1108797330",11672,2,1,152,"2192",0,606,"1008_IWW_FEA_XX"
"878842","SSI_1108797330",11672,2,2,156,"6112",0,4313,"1053_ITS_ANG_XX"
"878846","SSI_1108797330",11672,2,3,160,"1424",0,5807,"1072_IEO_HAP_HI"
"878850","SSI_1108797330",11672,2,4,164,"5365",0,7301,"1090_IOM_NEU_XX"
"878854","SSI_1108797330",11672,2,5,168,"10365",0,3815,"1047_DFA_ANG_XX"
"878858","SSI_1108797330",11672,2,6,172,"1957",0,3566,"1044_DFA_NEU_XX"
"878862","SSI_1108797330",11672,2,7,176,"2534",0,4562,"1056_TSI_NEU_XX"
"878866","SSI_1108797330",11672,2,8,180,"4837",0,6554,"1081_IEO_DIS_LO"
"878870","SSI_1108797330",11672,2,9,184,"2823",0,1325,"1017_IOM_ANG_XX"
"878874","SSI_1108797330",11672,2,10,188,"1717",0,3317,"1041_ITH_ANG_XX"
"878878","SSI_1108797330",11672,2,11,192,"2350",0,2819,"1035_IWL_ANG_XX"
"878882","SSI_1108797330",11672,2,12,196,"1131",0,7052,"1087_TIE_ANG_XX"
"878886","SSI_1108797330",11672,2,13,200,"4485",0,1574,"1020_TAI_NEU_XX"
"878890","SSI_1108797330",11672,2,14,204,"1498",0,2072,"1026_MTI_NEU_XX"
"878894","SSI_1108797330",11672,2,15,208,"3170",0,6803,"1084_TIE_NEU_XX"
"878898","SSI_1108797330",11672,2,16,212,"6231",0,2570,"1032_IWL_NEU_XX"
"878902","SSI_1108797330",11672,2,17,216,"2254",0,4313,"1053_ITS_ANG_XX"
"878906","SSI_1108797330",11672,2,18,220,"2108",0,1823,"1023_TAI_ANG_XX"
"878910","SSI_1108797330",11672,2,19,224,"2559",0,5309,"1065_WSI_ANG_XX"
"878914","SSI_1108797330",11672,2,20,228,"2054",0,3317,"1041_ITH_ANG_XX"
"878918","SSI_1108797330",11672,2,21,232,"1977",0,4811,"1059_TSI_ANG_XX"
"878922","SSI_1108797330",11672,2,22,236,"13045",0,6305,"1078_IEO_FEA_LO"
"878926","SSI_1108797330",11672,2,23,240,"1258",0,6056,"1075_IEO_SAD_HI"
"878930","SSI_1108797330",11672,2,24,244,"3029",0,4064,"1050_ITS_NEU_XX"
"878934","SSI_1108797330",11672,2,25,248,"2169",0,108,"1002_IOM_FEA_XX"
"878938","SSI_1108797330",11672,2,26,252,"5772",0,3566,"1044_DFA_NEU_XX"
"878942","SSI_1108797330",11672,2,27,256,"2142",0,5060,"1062_WSI_NEU_XX"
"878946","SSI_1108797330",11672,2,28,260,"2666",0,357,"1005_IWW_HAP_XX"
"878950","SSI_1108797330",11672,2,29,264,"2943",0,1076,"1014_IOM_NEU_XX"
"878954","SSI_1108797330",11672,2,30,268,"1290",0,5558,"1069_IEO_NEU_XX"
"878958","SSI_1108797330",11672,2,31,272,"4768",0,3068,"1038_ITH_NEU_XX"
"878962","SSI_1108797330",11672,2,32,276,"1255",0,827,"1011_TIE_ANG_XX"
"878966","SSI_1108797330",11672,2,33,280,"3381",0,2321,"1029_MTI_ANG_XX"
"878970","SSI_1108797330",11672,3,91,284,"1007",0,7443,"ANG_HI_practice"
"878974","SSI_1108797330",11672,3,92,288,"892",0,7444,"SAD_MD_practice"
"878978","SSI_1108797330",11672,3,1,292,"1061",0,4092,"1051_IEO_FEA_LO"
"878982","SSI_1108797330",11672,3,2,296,"4898",0,4839,"1060_TIE_ANG_XX"
"878986","SSI_1108797330",11672,3,3,300,"3519",0,634,"1008_DFA_SAD_XX"
"878990","SSI_1108797330",11672,3,4,304,"1524",0,6333,"1078_TAI_FEA_XX"
"878994","SSI_1108797330",11672,3,5,308,"2040",0,385,"1005_ITH_DIS_XX"
"878998","SSI_1108797330",11672,3,6,312,"2232",0,2100,"1026_ITS_FEA_XX"
"879002","SSI_1108797330",11672,3,7,316,"2535",0,2349,"1029_TSI_HAP_XX"
"879006","SSI_1108797330",11672,3,8,320,"1490",0,5337,"1066_IOM_ANG_XX"
"879010","SSI_1108797330",11672,3,9,324,"448",0,4590,"1057_TIE_NEU_XX"
"879014","SSI_1108797330",11672,3,10,328,"2305",0,6084,"1075_TAI_NEU_XX"
"879018","SSI_1108797330",11672,3,11,332,"2076",0,1104,"1014_IWL_FEA_XX"
"879022","SSI_1108797330",11672,3,12,336,"2717",0,4839,"1060_TIE_ANG_XX"
"879026","SSI_1108797330",11672,3,13,340,"2042",0,1353,"1017_ITH_HAP_XX"
"879030","SSI_1108797330",11672,3,14,344,"1004",0,6582,"1081_MTI_HAP_XX"
"879034","SSI_1108797330",11672,3,15,348,"5761",0,1602,"1020_DFA_FEA_XX"
"879038","SSI_1108797330",11672,3,16,352,"4640",0,7329,"1090_IWL_FEA_XX"
"879042","SSI_1108797330",11672,3,17,356,"2562",0,3594,"1045_IEO_SAD_LO"
"879046","SSI_1108797330",11672,3,18,360,"3068",0,136,"1002_ITH_SAD_XX"
"879050","SSI_1108797330",11672,3,19,364,"1475",0,6333,"1078_TAI_FEA_XX"
"879054","SSI_1108797330",11672,3,20,368,"28003",0,6831,"1084_MTI_FEA_XX"
"879058","SSI_1108797330",11672,3,21,372,"1849",0,3843,"1048_IEO_ANG_LO"
"879062","SSI_1108797330",11672,3,22,376,"395",0,1851,"1023_ITS_HAP_XX"
"879066","SSI_1108797330",11672,3,23,380,"1440",0,5586,"1069_IWW_NEU_XX"
"879070","SSI_1108797330",11672,3,24,384,"1452",0,7080,"1087_IWL_HAP_XX"
"879074","SSI_1108797330",11672,3,25,388,"4025",0,4341,"1054_IEO_DIS_LO"
"879078","SSI_1108797330",11672,3,26,392,"907",0,855,"1011_IWL_HAP_XX"
"879082","SSI_1108797330",11672,3,27,396,"823",0,5835,"1072_IWW_ANG_XX"
"879086","SSI_1108797330",11672,3,28,400,"355",0,5337,"1066_IOM_ANG_XX"
"879090","SSI_1108797330",11672,3,29,404,"2196",0,2598,"1032_TSI_FEA_XX"
"879094","SSI_1108797330",11672,3,30,408,"4611",0,3345,"1042_IEO_HAP_LO"
"879098","SSI_1108797330",11672,3,31,412,"1093",0,2847,"1035_WSI_HAP_XX"
"879102","SSI_1108797330",11672,3,32,416,"1276",0,5088,"1063_IOM_NEU_XX"
"879106","SSI_1108797330",11672,3,33,420,"1277",0,3096,"1038_WSI_FEA_XX"
"879114","SSI_1158800265",11676,1,91,4,"5407",0,7443,"ANG_HI_practice"
"879118","SSI_1158800265",11676,1,92,8,"7291",0,7444,"SAD_MD_practice"
"879122","SSI_1158800265",11676,1,1,12,"3598",0,3819,"1047_ITS_HAP_XX"
"879126","SSI_1158800265",11676,1,2,16,"10484",0,4566,"1056_TSI_FEA_XX"
"879130","SSI_1158800265",11676,1,3,20,"5097",0,6309,"1078_IEO_DIS_MD"
"879134","SSI_1158800265",11676,1,4,24,"2545",0,2076,"1026_MTI_FEA_XX"
"879138","SSI_1158800265",11676,1,5,28,"726",0,582,"1008_IEO_ANG_MD"
"879142","SSI_1158800265",11676,1,6,32,"887",0,5562,"1069_IEO_SAD_LO"
"879146","SSI_1158800265",11676,1,7,36,"3342",0,1578,"1020_TAI_FEA_XX"
"879150","SSI_1158800265",11676,1,8,40,"2965",0,84,"1002_IEO_HAP_LO"
"879154","SSI_1158800265",11676,1,9,44,"1749",0,4317,"1053_TSI_HAP_XX"
"879158","SSI_1158800265",11676,1,10,48,"636",0,333,"1005_IEO_SAD_MD"
"879162","SSI_1158800265",11676,1,11,52,"1084",0,6558,"1081_TIE_HAP_XX"
"879166","SSI_1158800265",11676,1,12,56,"1020",0,2823,"1035_ITH_HAP_XX"
"879170","SSI_1158800265",11676,1,13,60,"1528",0,6060,"1075_IEO_FEA_LO"
"879174","SSI_1158800265",11676,1,14,64,"5835",0,2574,"1032_IWL_FEA_XX"
"879178","SSI_1158800265",11676,1,15,68,"2252",0,4815,"1059_WSI_HAP_XX"
"879182","SSI_1158800265",11676,1,16,72,"7557",0,6807,"1084_TIE_FEA_XX"
"879186","SSI_1158800265",11676,1,17,76,"3204",0,1578,"1020_TAI_FEA_XX"
"879190","SSI_1158800265",11676,1,18,80,"4290",0,831,"1011_IOM_HAP_XX"
"879194","SSI_1158800265",11676,1,19,84,"2906",0,3321,"1041_DFA_HAP_XX"
"879198","SSI_1158800265",11676,1,20,88,"3328",0,7305,"1090_IOM_FEA_XX"
"879202","SSI_1158800265",11676,1,21,92,"587",0,2325,"1029_IWL_HAP_XX"
"879206","SSI_1158800265",11676,1,22,96,"3161",0,1827,"1023_MTI_HAP_XX"
"879210","SSI_1158800265",11676,1,23,100,"7394",0,6309,"1078_IEO_DIS_MD"
"879211","SSI_1158800265",11676,1,23,101,"20009",1,6309,"1078_IEO_DIS_MD"
"879215","SSI_1158800265",11676,1,24,105,"1350",0,3570,"1044_DFA_FEA_XX"
"879219","SSI_1158800265",11676,1,25,109,"444",0,333,"1005_IEO_SAD_MD"
"879223","SSI_1158800265",11676,1,26,113,"5898",0,5313,"1066_IEO_HAP_LO"
"879227","SSI_1158800265",11676,1,27,117,"1110",0,5064,"1062_WSI_FEA_XX"
"879231","SSI_1158800265",11676,1,28,121,"2656",0,3072,"1038_ITH_FEA_XX"
"879235","SSI_1158800265",11676,1,29,125,"1629",0,1329,"1017_IWW_HAP_XX"
"879239","SSI_1158800265",11676,1,30,129,"2480",0,7056,"1087_IOM_HAP_XX"
"879243","SSI_1158800265",11676,1,31,133,"2390",0,4068,"1050_ITS_FEA_XX"
"879247","SSI_1158800265",11676,1,32,137,"3691",0,1080,"1014_IOM_FEA_XX"
"879251","SSI_1158800265",11676,1,33,141,"1352",0,5811,"1072_IEO_ANG_LO"
"879255","SSI_1158800265",11676,2,91,145,"1034",0,7443,"ANG_HI_practice"
"879259","SSI_1158800265",11676,2,92,149,"1089",0,7444,"SAD_MD_practice"
"879263","SSI_1158800265",11676,2,1,153,"5343",0,4594,"1057_TIE_FEA_XX"
"879267","SSI_1158800265",11676,2,2,157,"1981",0,6088,"1075_TAI_FEA_XX"
"879271","SSI_1158800265",11676,2,3,161,"888",0,6586,"1081_MTI_DIS_XX"
"879275","SSI_1158800265",11676,2,4,165,"1179",0,3847,"1048_IEO_FEA_MD"
"879279","SSI_1158800265",11676,2,5,169,"746",0,859,"1011_IWL_DIS_XX"
"879283","SSI_1158800265",11676,2,6,173,"4981",0,4096,"1051_IEO_DIS_MD"
"879284","SSI_1158800265",11676,2,6,174,"11760",1,4096,"1051_IEO_DIS_MD"
"879288","SSI_1158800265",11676,2,7,178,"5255",0,2104,"1026_TSI_SAD_XX"
"879292","SSI_1158800265",11676,2,8,182,"1327",0,3598,"1045_IEO_ANG_MD"
"879296","SSI_1158800265",11676,2,9,186,"894",0,7084,"1087_IWL_DIS_XX"
"879300","SSI_1158800265",11676,2,10,190,"2235",0,5839,"1072_TAI_HAP_XX"
"879304","SSI_1158800265",11676,2,11,194,"1883",0,1108,"1014_ITH_SAD_XX"
"879308","SSI_1158800265",11676,2,12,198,"557",0,3349,"1042_IEO_SAD_MD"
"879312","SSI_1158800265",11676,2,13,202,"3168",0,1357,"1017_ITH_DIS_XX"
"879316","SSI_1158800265",11676,2,14,206,"2181",0,7333,"1090_ITH_SAD_XX"
"879320","SSI_1158800265",11676,2,15,210,"760",0,4843,"1060_IOM_HAP_XX"
"879324","SSI_1158800265",11676,2,16,214,"2092",0,1606,"1020_ITS_SAD_XX"
"879328","SSI_1158800265",11676,2,17,218,"7538",0,6088,"1075_TAI_FEA_XX"
"879332","SSI_1158800265",11676,2,18,222,"4285",0,5590,"1069_IWW_FEA_XX"
"879336","SSI_1158800265",11676,2,19,226,"1080",0,3100,"1039_IEO_HAP_MD"
"879340","SSI_1158800265",11676,2,20,230,"744",0,5839,"1072_TAI_HAP_XX"
"879344","SSI_1158800265",11676,2,21,234,"1348",0,610,"1008_TAI_SAD_XX"
"879348","SSI_1158800265",11676,2,22,238,"523",0,2851,"1035_WSI_DIS_XX"
"879352","SSI_1158800265",11676,2,23,242,"1181",0,5341,"1066_IWW_HAP_XX"
"879356","SSI_1158800265",11676,2,24,246,"1560",0,112,"1002_IWW_SAD_XX"
